"Month","Employee","Quota","Bookings","Attainment","Participation","Quota Held Flag","Attainment Bucket","Team","","","","","",""
"7/1/2011","Roy Anderson"," $ 6,520 "," $ 9,005 ","138.11%","Y","Y","100-200%","ENT ACQ","","","","","",""
"7/1/2011","Stanley Hudson"," $ 8,695 "," $ 9,684 ","111.37%","Y","Y","100-200%","ENT ACQ","","","","","",""
"7/1/2011","Kevin Malone"," $ 7,626 "," $ 7,173 ","94.06%","","Y","90-99%","MM IB","","","","","",""
"7/1/2011","Meredith Palmer"," $ 4,745 "," $ 6,147 ","129.55%","Y","Y","100-200%","MM IB","","","","","",""
"7/1/2011","Angela Martin"," $ 3,529 "," $ 6,387 ","180.99%","Y","Y","100-200%","MM IB","","","","","",""
"7/1/2011","Oscar Martinez"," $ 4,188 "," $ 9,146 ","218.39%","Y","Y","200-300%","MM IB","","","","","",""
"7/1/2011","Phyllis Lapin"," $ 7,783 "," $ 8,689 ","111.64%","Y","Y","100-200%","MM IB","","","","","",""
"7/1/2011","Kelly Kapoor"," $ 9,151 "," $ 6,274 ","68.56%","","Y","30-69%","MM IB","","","","","",""
"7/1/2011","Toby Flenderson"," $ 3,235 "," $ 7,105 ","219.63%","Y","Y","200-300%","MM ACQ","","","","","",""
"7/1/2011","Creed Bratton"," $ 7,252 "," $ 6,071 ","83.71%","","Y","70-89%","MM ACQ","","","","","",""
"7/1/2011","Darryl Philbin"," $ 3,865 "," $ 6,954 ","179.92%","Y","Y","100-200%","MM ACQ","","","","","",""
"7/1/2011","Kelly Erin Hannon"," $ 1,589 "," $ 5,464 ","343.86%","Y","Y","+300%","MM ACQ","","","","","",""
"7/1/2011","Gabe Lewis"," $ 6,541 "," $ 8,179 ","125.04%","Y","Y","100-200%","MM ACQ","","","","","",""
"7/1/2011","Holly Flax"," $ 9,478 "," $ 7,420 ","78.29%","","Y","70-89%","SB IB","","","","","",""
"7/1/2011","Nellie Bertram"," $ 6,347 "," $ 5,306 ","83.60%","","Y","70-89%","SB IB","","","","","",""
"7/1/2011","Clark Green"," $ 6,837 "," $ 7,413 ","108.42%","Y","Y","100-200%","SB IB","","","","","",""
"7/1/2011","Pete Miller"," $ 7,930 "," $ 9,224 ","116.32%","Y","Y","100-200%","SB IB","","","","","",""
"7/1/2011","Todd Packer"," $ 2,230 "," $ 8,770 ","393.27%","Y","Y","+300%","SB IB","","","","","",""
"7/1/2011","David Wallace"," $ 3,030 "," $ 5,729 ","189.08%","Y","Y","100-200%","SB ACQ","","","","","",""
"7/1/2011","Karen Filippelli"," $ 5,715 "," $ 5,010 ","87.66%","","Y","70-89%","SB ACQ","","","","","",""
"7/1/2011","Charles Miner"," $ 2,929 "," $ 7,987 ","272.69%","Y","Y","200-300%","SB ACQ","","","","","",""
"7/1/2011","Jo Bennett"," $ 3,328 "," $ 9,921 ","298.11%","Y","Y","200-300%","SB ACQ","","","","","",""
"7/1/2011","Robert Lipton"," $ 7,264 "," $ 5,299 ","72.95%","","Y","70-89%","SB ACQ","","","","","",""
"7/1/2011","Nate Nickerson"," $ 9,882 "," $ 9,597 ","97.12%","","Y","90-99%","MM ACQ","","","","","",""
"7/1/2011","Deangelo Vickers"," $ 7,483 "," $ 6,710 ","89.67%","","Y","+300%","SB IB","","","","","",""
"7/1/2011","Val Johnson"," $ 7,061 "," $ 6,265 ","88.73%","","Y","70-89%","MM IB","","","","","",""
"7/1/2011","Cathy Simms"," $ 7,509 "," $ 7,994 ","106.46%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2011","Michael Scott"," $ 5,835 "," $ 5,360 ","91.86%","","Y","90-99%","ENT IB","","","","","",""
"8/1/2011","Dwight Schrute"," $ 9,780 "," $ 9,180 ","93.87%","","Y","90-99%","ENT IB","","","","","",""
"8/1/2011","Jim Halpert"," $ 7,899 "," $ 6,112 ","77.38%","","Y","70-89%","ENT IB","","","","","",""
"8/1/2011","Pam Beesly"," $ 4,255 "," $ 6,187 ","145.41%","Y","Y","100-200%","ENT IB","","","","","",""
"8/1/2011","Ryan Howard"," $ 5,414 "," $ 9,091 ","167.92%","Y","Y","100-200%","ENT IB","","","","","",""
"8/1/2011","Andy Bernard"," $ 7,554 "," $ 7,474 ","98.94%","","Y","90-99%","ENT ACQ","","","","","",""
"8/1/2011","Robert California"," $ 6,544 "," $ 5,145 ","78.62%","","Y","70-89%","ENT ACQ","","","","","",""
"8/1/2011","Jan Levinson"," $ 7,068 "," $ 9,848 ","139.33%","Y","Y","100-200%","ENT ACQ","","","","","",""
"8/1/2011","Roy Anderson"," $ 8,370 "," $ 9,656 ","115.36%","Y","Y","100-200%","ENT ACQ","","","","","",""
"8/1/2011","Stanley Hudson"," $ 4,269 "," $ 6,399 ","149.89%","Y","Y","100-200%","ENT ACQ","","","","","",""
"8/1/2011","Kevin Malone"," $ 3,088 "," $ 9,875 ","319.79%","Y","Y","+300%","MM IB","","","","","",""
"8/1/2011","Meredith Palmer"," $ 4,040 "," $ 6,101 ","151.01%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2011","Angela Martin"," $ 6,266 "," $ 9,705 ","154.88%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2011","Oscar Martinez"," $ 3,349 "," $ 5,311 ","158.58%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2011","Phyllis Lapin"," $ 3,787 "," $ 9,893 ","261.24%","Y","Y","200-300%","MM IB","","","","","",""
"8/1/2011","Kelly Kapoor"," $ 4,225 "," $ 5,410 ","128.05%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2011","Toby Flenderson"," $ 4,454 "," $ 7,475 ","167.83%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2011","Creed Bratton"," $ 4,865 "," $ 7,885 ","162.08%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2011","Darryl Philbin"," $ 3,846 "," $ 5,239 ","136.22%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2011","Kelly Erin Hannon"," $ 3,824 "," $ 9,392 ","245.61%","Y","Y","200-300%","MM ACQ","","","","","",""
"8/1/2011","Gabe Lewis"," $ 4,194 "," $ 5,339 ","127.30%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2011","Holly Flax"," $ 4,302 "," $ 7,763 ","180.45%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2011","Nellie Bertram"," $ 2,730 "," $ 5,305 ","194.32%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2011","Clark Green"," $ 6,435 "," $ 9,661 ","150.13%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2011","Pete Miller"," $ 8,612 "," $ 8,660 ","100.56%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2011","Todd Packer"," $ 1,546 "," $ 8,753 ","566.17%","Y","Y","+300%","SB IB","","","","","",""
"8/1/2011","David Wallace"," $ 4,054 "," $ 7,089 ","174.86%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2011","Karen Filippelli"," $ 4,270 "," $ 5,160 ","120.84%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2011","Charles Miner"," $ 1,695 "," $ 5,878 ","346.78%","Y","Y","+300%","SB ACQ","","","","","",""
"8/1/2011","Jo Bennett"," $ 2,899 "," $ 7,228 ","249.33%","Y","Y","200-300%","SB ACQ","","","","","",""
"8/1/2011","Robert Lipton"," $ 5,608 "," $ 6,307 ","112.46%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2011","Nate Nickerson"," $ 9,181 "," $ 5,441 ","59.26%","","Y","30-69%","MM ACQ","","","","","",""
"8/1/2011","Deangelo Vickers"," $ 4,857 "," $ 8,894 ","183.12%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2011","Val Johnson"," $ 5,532 "," $ 5,311 ","96.01%","","Y","90-99%","MM IB","","","","","",""
"8/1/2011","Cathy Simms"," $ 7,342 "," $ 7,645 ","104.13%","Y","Y","100-200%","SB ACQ","","","","","",""
"9/1/2011","Michael Scott"," $ 7,924 "," $ 7,247 ","91.46%","","Y","90-99%","ENT IB","","","","","",""
"9/1/2011","Dwight Schrute"," $ 3,832 "," $ 6,684 ","174.43%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2011","Jim Halpert"," $ 7,110 "," $ 5,322 ","74.85%","","Y","70-89%","ENT IB","","","","","",""
"9/1/2011","Pam Beesly"," $ 6,117 "," $ 9,329 ","152.51%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2011","Ryan Howard"," $ 7,328 "," $ 5,664 ","77.29%","","Y","70-89%","ENT IB","","","","","",""
"9/1/2011","Andy Bernard"," $ 8,662 "," $ 7,188 ","82.98%","","Y","70-89%","ENT ACQ","","","","","",""
"9/1/2011","Robert California"," $ 6,065 "," $ 8,739 ","144.09%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2011","Jan Levinson"," $ 4,594 "," $ 8,796 ","191.47%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2011","Roy Anderson"," $ 8,679 "," $ 7,370 ","84.92%","","Y","70-89%","ENT ACQ","","","","","",""
"9/1/2011","Stanley Hudson"," $ 1,986 "," $ 8,211 ","413.44%","Y","Y","+300%","ENT ACQ","","","","","",""
"9/1/2011","Kevin Malone"," $ 9,048 "," $ 6,555 ","72.45%","","Y","70-89%","MM IB","","","","","",""
"9/1/2011","Meredith Palmer"," $ 3,404 "," $ 6,009 ","176.53%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2011","Angela Martin"," $ 6,287 "," $ 9,204 ","146.40%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2011","Oscar Martinez"," $ 8,669 "," $ 6,886 ","79.43%","","Y","70-89%","MM IB","","","","","",""
"9/1/2011","Phyllis Lapin"," $ 8,455 "," $ 8,180 ","96.75%","","Y","90-99%","MM IB","","","","","",""
"9/1/2011","Kelly Kapoor"," $ 3,126 "," $ 8,553 ","273.61%","Y","Y","200-300%","MM IB","","","","","",""
"9/1/2011","Toby Flenderson"," $ 6,680 "," $ 6,313 ","94.51%","","Y","90-99%","MM ACQ","","","","","",""
"9/1/2011","Creed Bratton"," $ 2,164 "," $ 5,780 ","267.10%","Y","Y","200-300%","MM ACQ","","","","","",""
"9/1/2011","Darryl Philbin"," $ 1,437 "," $ 9,802 ","682.12%","Y","Y","+300%","MM ACQ","","","","","",""
"9/1/2011","Kelly Erin Hannon"," $ 6,500 "," $ 6,594 ","101.45%","Y","Y","100-200%","MM ACQ","","","","","",""
"9/1/2011","Gabe Lewis"," $ 3,481 "," $ 9,205 ","264.44%","Y","Y","200-300%","MM ACQ","","","","","",""
"9/1/2011","Holly Flax"," $ 7,889 "," $ 9,866 ","125.06%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2011","Nellie Bertram"," $ 3,186 "," $ 9,179 ","288.10%","Y","Y","200-300%","SB IB","","","","","",""
"9/1/2011","Clark Green"," $ 3,580 "," $ 7,567 ","211.37%","Y","Y","200-300%","SB IB","","","","","",""
"9/1/2011","Pete Miller"," $ 7,540 "," $ 9,514 ","126.18%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2011","Todd Packer"," $ 5,565 "," $ 6,913 ","124.22%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2011","David Wallace"," $ 9,516 "," $ 5,413 ","56.88%","","Y","30-69%","SB ACQ","","","","","",""
"9/1/2011","Karen Filippelli"," $ 2,058 "," $ 8,824 ","428.77%","Y","Y","+300%","SB ACQ","","","","","",""
"9/1/2011","Charles Miner"," $ 9,698 "," $ 6,441 ","66.42%","","Y","30-69%","SB ACQ","","","","","",""
"9/1/2011","Jo Bennett"," $ 1,346 "," $ 6,394 ","475.04%","Y","Y","+300%","SB ACQ","","","","","",""
"9/1/2011","Robert Lipton"," $ 6,968 "," $ 6,517 ","93.53%","","Y","90-99%","SB ACQ","","","","","",""
"9/1/2011","Nate Nickerson"," $ 5,280 "," $ 8,720 ","165.15%","Y","Y","100-200%","MM ACQ","","","","","",""
"9/1/2011","Deangelo Vickers"," $ 3,515 "," $ 5,092 ","144.86%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2011","Val Johnson"," $ 5,018 "," $ 7,722 ","153.89%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2011","Cathy Simms"," $ 1,338 "," $ 7,767 ","580.49%","Y","Y","+300%","SB ACQ","","","","","",""
"10/1/2011","Michael Scott"," $ 1,010 "," $ 6,591 ","652.57%","Y","Y","+300%","ENT IB","","","","","",""
"10/1/2011","Dwight Schrute"," $ 4,496 "," $ 9,662 ","214.90%","Y","Y","200-300%","ENT IB","","","","","",""
"10/1/2011","Jim Halpert"," $ 5,567 "," $ 9,814 ","176.29%","Y","Y","100-200%","ENT IB","","","","","",""
"10/1/2011","Pam Beesly"," $ 3,425 "," $ 9,214 ","269.02%","Y","Y","200-300%","ENT IB","","","","","",""
"10/1/2011","Ryan Howard"," $ 4,184 "," $ 9,409 ","224.88%","Y","Y","200-300%","ENT IB","","","","","",""
"10/1/2011","Andy Bernard"," $ 7,396 "," $ 6,216 ","84.05%","","Y","70-89%","ENT ACQ","","","","","",""
"10/1/2011","Robert California"," $ 3,802 "," $ 7,439 ","195.66%","Y","Y","100-200%","ENT ACQ","","","","","",""
"10/1/2011","Jan Levinson"," $ 4,080 "," $ 7,300 ","178.92%","Y","Y","100-200%","ENT ACQ","","","","","",""
"10/1/2011","Roy Anderson"," $ 6,345 "," $ 8,419 ","132.69%","Y","Y","100-200%","ENT ACQ","","","","","",""
"10/1/2011","Stanley Hudson"," $ 8,136 "," $ 5,652 ","69.47%","","Y","+300%","ENT ACQ","","","","","",""
"10/1/2011","Kevin Malone"," $ 3,185 "," $ 6,522 ","204.77%","Y","Y","200-300%","MM IB","","","","","",""
"10/1/2011","Meredith Palmer"," $ 3,375 "," $ 7,211 ","213.66%","Y","Y","200-300%","MM IB","","","","","",""
"10/1/2011","Angela Martin"," $ 7,479 "," $ 9,572 ","127.99%","Y","Y","100-200%","MM IB","","","","","",""
"10/1/2011","Oscar Martinez"," $ 2,226 "," $ 6,529 ","293.31%","Y","Y","200-300%","MM IB","","","","","",""
"10/1/2011","Phyllis Lapin"," $ 8,092 "," $ 8,407 ","103.89%","Y","Y","100-200%","MM IB","","","","","",""
"10/1/2011","Kelly Kapoor"," $ 9,088 "," $ 8,827 ","97.13%","","Y","90-99%","MM IB","","","","","",""
"10/1/2011","Toby Flenderson"," $ 1,204 "," $ 6,362 ","528.41%","Y","Y","+300%","MM ACQ","","","","","",""
"10/1/2011","Creed Bratton"," $ 2,652 "," $ 5,431 ","204.79%","Y","Y","200-300%","MM ACQ","","","","","",""
"10/1/2011","Darryl Philbin"," $ 9,305 "," $ 7,192 ","77.29%","","Y","70-89%","MM ACQ","","","","","",""
"10/1/2011","Kelly Erin Hannon"," $ 3,689 "," $ 8,381 ","227.19%","Y","Y","200-300%","MM ACQ","","","","","",""
"10/1/2011","Gabe Lewis"," $ 1,246 "," $ 5,789 ","464.61%","Y","Y","+300%","MM ACQ","","","","","",""
"10/1/2011","Holly Flax"," $ 5,543 "," $ 5,780 ","104.28%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2011","Nellie Bertram"," $ 1,640 "," $ 5,025 ","306.40%","Y","Y","+300%","SB IB","","","","","",""
"10/1/2011","Clark Green"," $ 6,198 "," $ 6,199 ","100.02%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2011","Pete Miller"," $ 1,955 "," $ 9,835 ","503.07%","Y","Y","+300%","SB IB","","","","","",""
"10/1/2011","Todd Packer"," $ 4,137 "," $ 7,112 ","171.91%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2011","David Wallace"," $ 6,848 "," $ 9,734 ","142.14%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2011","Karen Filippelli"," $ 1,439 "," $ 6,780 ","471.16%","Y","Y","+300%","SB ACQ","","","","","",""
"10/1/2011","Charles Miner"," $ 5,704 "," $ 7,867 ","137.92%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2011","Jo Bennett"," $ 6,153 "," $ 8,116 ","131.90%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2011","Robert Lipton"," $ 4,482 "," $ 8,034 ","179.25%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2011","Nate Nickerson"," $ 1,217 "," $ 8,137 ","668.61%","Y","Y","+300%","MM ACQ","","","","","",""
"10/1/2011","Deangelo Vickers"," $ 6,840 "," $ 6,826 ","99.80%","","Y","+300%","SB IB","","","","","",""
"10/1/2011","Val Johnson"," $ 6,216 "," $ 7,054 ","113.48%","Y","Y","100-200%","MM IB","","","","","",""
"10/1/2011","Cathy Simms"," $ 4,475 "," $ 6,615 ","147.82%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2011","Michael Scott"," $ 3,419 "," $ 9,093 ","265.95%","Y","Y","200-300%","ENT IB","","","","","",""
"11/1/2011","Dwight Schrute"," $ 2,360 "," $ 5,540 ","234.75%","Y","Y","200-300%","ENT IB","","","","","",""
"11/1/2011","Jim Halpert"," $ 1,049 "," $ 9,937 ","947.28%","Y","Y","+300%","ENT IB","","","","","",""
"11/1/2011","Pam Beesly"," $ 8,897 "," $ 6,208 ","69.78%","","Y","+300%","ENT IB","","","","","",""
"11/1/2011","Ryan Howard"," $ 9,801 "," $ 6,494 ","66.26%","","Y","30-69%","ENT IB","","","","","",""
"11/1/2011","Andy Bernard"," $ 3,545 "," $ 9,820 ","277.01%","Y","Y","200-300%","ENT ACQ","","","","","",""
"11/1/2011","Robert California"," $ 7,350 "," $ 5,400 ","73.47%","","Y","70-89%","ENT ACQ","","","","","",""
"11/1/2011","Jan Levinson"," $ 6,160 "," $ 5,687 ","92.32%","","Y","90-99%","ENT ACQ","","","","","",""
"11/1/2011","Roy Anderson"," $ 1,902 "," $ 6,982 ","367.09%","Y","Y","+300%","ENT ACQ","","","","","",""
"11/1/2011","Stanley Hudson"," $ 2,791 "," $ 7,121 ","255.14%","Y","Y","200-300%","ENT ACQ","","","","","",""
"11/1/2011","Kevin Malone"," $ 7,799 "," $ 5,515 ","70.71%","","Y","70-89%","MM IB","","","","","",""
"11/1/2011","Meredith Palmer"," $ 2,444 "," $ 7,099 ","290.47%","Y","Y","200-300%","MM IB","","","","","",""
"11/1/2011","Angela Martin"," $ 7,221 "," $ 8,545 ","118.34%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2011","Oscar Martinez"," $ 1,416 "," $ 7,809 ","551.48%","Y","Y","+300%","MM IB","","","","","",""
"11/1/2011","Phyllis Lapin"," $ 4,717 "," $ 9,145 ","193.87%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2011","Kelly Kapoor"," $ 9,792 "," $ 8,305 ","84.81%","","Y","70-89%","MM IB","","","","","",""
"11/1/2011","Toby Flenderson"," $ 1,466 "," $ 8,505 ","580.15%","Y","Y","+300%","MM ACQ","","","","","",""
"11/1/2011","Creed Bratton"," $ 8,125 "," $ 9,623 ","118.44%","Y","Y","100-200%","MM ACQ","","","","","",""
"11/1/2011","Darryl Philbin"," $ 2,270 "," $ 7,239 ","318.90%","Y","Y","+300%","MM ACQ","","","","","",""
"11/1/2011","Kelly Erin Hannon"," $ 9,142 "," $ 8,215 ","89.86%","","Y","+300%","MM ACQ","","","","","",""
"11/1/2011","Gabe Lewis"," $ 2,438 "," $ 9,756 ","400.16%","Y","Y","+300%","MM ACQ","","","","","",""
"11/1/2011","Holly Flax"," $ 6,004 "," $ 9,922 ","165.26%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2011","Nellie Bertram"," $ 1,535 "," $ 8,525 ","555.37%","Y","Y","+300%","SB IB","","","","","",""
"11/1/2011","Clark Green"," $ 5,171 "," $ 7,665 ","148.23%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2011","Pete Miller"," $ 4,983 "," $ 5,378 ","107.93%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2011","Todd Packer"," $ 3,262 "," $ 5,281 ","161.89%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2011","David Wallace"," $ 6,783 "," $ 6,194 ","91.32%","","Y","90-99%","SB ACQ","","","","","",""
"11/1/2011","Karen Filippelli"," $ 2,103 "," $ 9,320 ","443.18%","Y","Y","+300%","SB ACQ","","","","","",""
"11/1/2011","Charles Miner"," $ 4,323 "," $ 8,501 ","196.65%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2011","Jo Bennett"," $ 3,625 "," $ 5,706 ","157.41%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2011","Robert Lipton"," $ 3,522 "," $ 6,319 ","179.42%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2011","Nate Nickerson"," $ 1,647 "," $ 9,400 ","570.73%","Y","Y","+300%","MM ACQ","","","","","",""
"11/1/2011","Deangelo Vickers"," $ 5,653 "," $ 6,204 ","109.75%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2011","Val Johnson"," $ 4,549 "," $ 9,610 ","211.26%","Y","Y","200-300%","MM IB","","","","","",""
"11/1/2011","Cathy Simms"," $ 9,759 "," $ 7,765 ","79.57%","","Y","70-89%","SB ACQ","","","","","",""
"12/1/2011","Michael Scott"," $ 7,833 "," $ 6,956 ","88.80%","","Y","70-89%","ENT IB","","","","","",""
"12/1/2011","Dwight Schrute"," $ 4,498 "," $ 7,971 ","177.21%","Y","Y","100-200%","ENT IB","","","","","",""
"12/1/2011","Jim Halpert"," $ 3,911 "," $ 6,259 ","160.04%","Y","Y","100-200%","ENT IB","","","","","",""
"12/1/2011","Pam Beesly"," $ 8,914 "," $ 5,408 ","60.67%","","Y","30-69%","ENT IB","","","","","",""
"12/1/2011","Ryan Howard"," $ 1,070 "," $ 9,324 ","871.40%","Y","Y","+300%","ENT IB","","","","","",""
"12/1/2011","Andy Bernard"," $ 7,764 "," $ 8,695 ","111.99%","Y","Y","100-200%","ENT ACQ","","","","","",""
"12/1/2011","Robert California"," $ 2,693 "," $ 5,973 ","221.80%","Y","Y","200-300%","ENT ACQ","","","","","",""
"12/1/2011","Jan Levinson"," $ 3,362 "," $ 9,433 ","280.58%","Y","Y","200-300%","ENT ACQ","","","","","",""
"12/1/2011","Roy Anderson"," $ 7,618 "," $ 8,428 ","110.63%","Y","Y","100-200%","ENT ACQ","","","","","",""
"12/1/2011","Stanley Hudson"," $ 5,209 "," $ 8,949 ","171.80%","Y","Y","100-200%","ENT ACQ","","","","","",""
"12/1/2011","Kevin Malone"," $ 5,578 "," $ 5,164 ","92.58%","","Y","90-99%","MM IB","","","","","",""
"12/1/2011","Meredith Palmer"," $ 3,469 "," $ 6,818 ","196.54%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2011","Angela Martin"," $ 4,617 "," $ 6,073 ","131.54%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2011","Oscar Martinez"," $ 8,719 "," $ 9,274 ","106.37%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2011","Phyllis Lapin"," $ 4,867 "," $ 7,389 ","151.82%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2011","Kelly Kapoor"," $ 1,361 "," $ 9,748 ","716.24%","Y","Y","+300%","MM IB","","","","","",""
"12/1/2011","Toby Flenderson"," $ 5,195 "," $ 8,636 ","166.24%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2011","Creed Bratton"," $ 7,662 "," $ 6,931 ","90.46%","","Y","90-99%","MM ACQ","","","","","",""
"12/1/2011","Darryl Philbin"," $ 9,641 "," $ 5,729 ","59.42%","","Y","30-69%","MM ACQ","","","","","",""
"12/1/2011","Kelly Erin Hannon"," $ 5,091 "," $ 7,625 ","149.77%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2011","Gabe Lewis"," $ 7,262 "," $ 6,293 ","86.66%","","Y","70-89%","MM ACQ","","","","","",""
"12/1/2011","Holly Flax"," $ 2,883 "," $ 9,567 ","331.84%","Y","Y","+300%","SB IB","","","","","",""
"12/1/2011","Nellie Bertram"," $ 1,979 "," $ 9,337 ","471.80%","Y","Y","+300%","SB IB","","","","","",""
"12/1/2011","Clark Green"," $ 9,758 "," $ 8,061 ","82.61%","","Y","70-89%","SB IB","","","","","",""
"12/1/2011","Pete Miller"," $ 5,236 "," $ 5,908 ","112.83%","Y","Y","100-200%","SB IB","","","","","",""
"12/1/2011","Todd Packer"," $ 4,747 "," $ 9,502 ","200.17%","Y","Y","200-300%","SB IB","","","","","",""
"12/1/2011","David Wallace"," $ 1,211 "," $ 7,669 ","633.28%","Y","Y","+300%","SB ACQ","","","","","",""
"12/1/2011","Karen Filippelli"," $ 6,005 "," $ 9,848 ","164.00%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2011","Charles Miner"," $ 6,950 "," $ 7,815 ","112.45%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2011","Jo Bennett"," $ 1,524 "," $ 8,538 ","560.24%","Y","Y","+300%","SB ACQ","","","","","",""
"12/1/2011","Robert Lipton"," $ 5,108 "," $ 5,179 ","101.39%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2011","Nate Nickerson"," $ 1,985 "," $ 9,713 ","489.32%","Y","Y","+300%","MM ACQ","","","","","",""
"12/1/2011","Deangelo Vickers"," $ 4,516 "," $ 8,931 ","197.76%","Y","Y","100-200%","SB IB","","","","","",""
"12/1/2011","Val Johnson"," $ 8,700 "," $ 8,711 ","100.13%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2011","Cathy Simms"," $ 7,916 "," $ 5,086 ","64.25%","","Y","30-69%","SB ACQ","","","","","",""
"1/1/2012","Michael Scott"," $ 2,744 "," $ 5,185 ","188.96%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2012","Dwight Schrute"," $ 1,888 "," $ 6,526 ","345.66%","Y","Y","+300%","ENT IB","","","","","",""
"1/1/2012","Jim Halpert"," $ 7,344 "," $ 9,913 ","134.98%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2012","Pam Beesly"," $ 3,539 "," $ 5,821 ","164.48%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2012","Ryan Howard"," $ 5,119 "," $ 7,596 ","148.39%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2012","Andy Bernard"," $ 8,700 "," $ 5,500 ","63.22%","","Y","30-69%","ENT ACQ","","","","","",""
"1/1/2012","Robert California"," $ 6,424 "," $ 5,673 ","88.31%","","Y","70-89%","ENT ACQ","","","","","",""
